,Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross,Decade
332,2629,1982-06-25,Megaforce,18000000.0,5675599.0,5675599.0,1980
333,2304,1982-07-23,The Best Little Whorehouse in Texas,20500000.0,69701637.0,69701637.0,1980
334,2240,1982-08-12,Gandhi,22000000.0,127767889.0,52767889.0,1980
335,2728,1982-08-12,The Verdict,16000000.0,53977250.0,53977250.0,1980
336,4116,1982-08-13,Fast Times at Ridgemont High,4500000.0,27092880.0,27092880.0,1980
337,4525,1982-08-13,Friday the 13th Part 3,2250000.0,36690067.0,36690067.0,1980
338,4017,1982-08-20,The Beastmaster,5000000.0,10751126.0,10751126.0,1980
339,4318,1982-08-20,Class of 1984,3250000.0,6965361.0,6965361.0,1980
340,4041,1982-08-27,Jekyll and Hyde... Together Again,5000000.0,3707583.0,3707583.0,1980
341,2688,1982-09-07,Tron,17000000.0,26918576.0,26918576.0,1980
342,1158,1982-09-17,Inchon,46000000.0,4408636.0,4408636.0,1980
343,3179,1982-10-02,Das Boot,12000000.0,84970337.0,11487676.0,1980
344,3616,1982-10-11,Creepshow,8000000.0,20036244.0,20036244.0,1980
345,2968,1982-10-22,First Blood,14000000.0,125212904.0,47212904.0,1980
346,4475,1982-10-22,Halloween 3: Season of the Witch,2500000.0,14400000.0,14400000.0,1980
347,3294,1982-11-06,ET: The Extra-Terrestrial,10500000.0,792965326.0,435110554.0,1980
348,4808,1982-11-19,Q,1200000.0,255000.0,255000.0,1980
349,3099,1982-12-02,La Guerre du feu,12500000.0,20959585.0,20959585.0,1980
350,2790,1982-12-17,Tootsie,15000000.0,177200000.0,177200000.0,1980
351,5131,1983-01-01,E tu vivrai nel terrore - L'aldilà,400000.0,126387.0,126387.0,1980
352,3300,1983-02-18,Lovesick,10100000.0,10143618.0,10143618.0,1980
353,3129,1983-03-06,WarGames,12000000.0,74433837.0,74433837.0,1980
354,3350,1983-03-25,The Outsiders,10000000.0,25697647.0,25697647.0,1980
355,3903,1983-04-02,Videodrome,5952000.0,2120439.0,2120439.0,1980
356,3711,1983-04-15,Flashdance,7000000.0,201463574.0,90463574.0,1980
357,4012,1983-04-15,Lone Wolf McQuade,5000000.0,12232628.0,12232628.0,1980
358,5142,1983-04-15,The Evil Dead,375000.0,29400000.0,2400000.0,1980
359,1657,1983-05-25,Star Wars Ep. VI: Return of the Jedi,32500000.0,572705079.0,309205079.0,1980
360,1437,1983-06-17,Superman III,39000000.0,59950623.0,59950623.0,1980
361,3342,1983-06-24,Twilight Zone: The Movie,10000000.0,29500000.0,29500000.0,1980
362,1493,1983-07-10,Never Say Never Again,36000000.0,160000000.0,55500000.0,1980
363,2808,1983-07-29,National Lampoon’s Vacation,15000000.0,61400000.0,61400000.0,1980
364,3763,1983-08-04,Losin' It,7000000.0,1246141.0,1246141.0,1980
365,4767,1983-08-19,The Ballad of Gregorio Cortez,1305000.0,909000.0,909000.0,1980
366,2048,1983-09-12,Scarface,25000000.0,44942821.0,44942821.0,1980
367,2896,1983-09-30,Brainstorm,15000000.0,8921050.0,8921050.0,1980
368,1929,1983-10-06,Octopussy,27500000.0,187500000.0,67900000.0,1980
369,1949,1983-10-21,The Right Stuff,27000000.0,21500000.0,21500000.0,1980
370,3357,1983-10-21,The Dead Zone,10000000.0,20766000.0,20766000.0,1980
371,3648,1983-10-28,The Wicked Lady,8000000.0,589308.0,589308.0,1980
372,3140,1983-11-18,Yentl,12000000.0,39012241.0,39012241.0,1980
373,4317,1983-11-18,A Christmas Story,3250000.0,20605209.0,20605209.0,1980
374,1841,1984-01-06,Once Upon a Time in America,30000000.0,5564014.0,5321508.0,1980
375,2570,1984-01-06,Star Trek III: The Search for Spock,18000000.0,87000000.0,76471046.0,1980
376,4722,1984-02-03,Repo Man,1500000.0,2300000.0,2300000.0,1980
377,3595,1984-02-17,Footloose,8200000.0,80000000.0,80000000.0,1980
378,3529,1984-03-16,The Ice Pirates,9000000.0,13075390.0,13075390.0,1980
379,4113,1984-03-23,Police Academy,4500000.0,81198894.0,81198894.0,1980
380,4459,1984-04-13,Friday the 13th Part IV: The Final Chapter,2600000.0,32980880.0,32980880.0,1980
381,5045,1984-04-27,Love Letters,550000.0,5269990.0,5269990.0,1980
382,2788,1984-05-12,Beverly Hills Cop,15000000.0,316300000.0,234760478.0,1980
383,1882,1984-05-23,Indiana Jones and the Temple of Doom,28000000.0,333080271.0,179880271.0,1980
384,3597,1984-06-22,The Karate Kid,8000000.0,90815558.0,90815558.0,1980
385,2596,1984-06-29,Conan the Destroyer,18000000.0,26400000.0,26400000.0,1980
386,1950,1984-07-20,Die Unendliche Geschichte,27000000.0,21300000.0,21300000.0,1980
387,1704,1984-08-06,Ghostbusters,30000000.0,295212467.0,242212467.0,1980
388,3240,1984-08-06,Gremlins,11000000.0,148168459.0,148168459.0,1980
389,2133,1984-08-17,Sheena,25000000.0,5778353.0,5778353.0,1980
390,4786,1984-08-31,C.H.U.D.,1250000.0,4700000.0,4700000.0,1980
391,3599,1984-09-03,Splash,8000000.0,62599495.0,62599495.0,1980
392,3686,1984-09-03,The Hotel New Hampshire,7500000.0,5142858.0,5142858.0,1980
393,4662,1984-09-11,A Nightmare on Elm Street,1800000.0,25504513.0,25504513.0,1980
394,2581,1984-09-19,Amadeus,18000000.0,51973029.0,51973029.0,1980
395,3392,1984-10-26,Body Double,10000000.0,8801940.0,8801940.0,1980
396,3820,1984-10-26,The Terminator,6400000.0,78019031.0,38019031.0,1980
397,2871,1984-11-05,Firestarter,15000000.0,15136870.0,15136870.0,1980
398,1139,1984-12-14,The Cotton Club,48000000.0,25928721.0,25928721.0,1980
399,1204,1984-12-14,Dune,45000000.0,27447471.0,27447471.0,1980
400,1933,1984-12-14,A Passage to India,27500000.0,27187653.0,27187653.0,1980
401,5109,1984-12-31,The Toxic Avenger,475000.0,0.0,0.0,1980
402,4342,1985-01-11,A Nightmare On Elm Street Part 2: Freddy's Revenge,3000000.0,21163999.0,21163999.0,1980
403,4724,1985-01-18,Blood Simple,1500000.0,2730877.0,1690913.0,1980
404,2527,1985-03-07,Back to the Future,19000000.0,385524862.0,212259762.0,1980
405,4775,1985-03-15,Def-Con 4,1300000.0,210904.0,210904.0,1980
406,3333,1985-03-22,The Last Dragon,10000000.0,33000000.0,33000000.0,1980
407,4527,1985-03-22,Friday the 13th Part V: A New Beginning,2200000.0,21930418.0,21930418.0,1980
408,3328,1985-04-10,Commando,10000000.0,35073978.0,35073978.0,1980
409,2604,1985-04-12,Young Sherlock Holmes,18000000.0,19739000.0,19739000.0,1980
410,1233,1985-05-22,Rambo: First Blood Part II,44000000.0,300400000.0,150415432.0,1980
411,1762,1985-05-24,A View to a Kill,30000000.0,152627960.0,50327960.0,1980
412,4592,1985-06-11,Subway,2000000.0,1663296.0,390659.0,1980
413,1955,1985-06-21,Return to Oz,27000000.0,10618813.0,10618813.0,1980
414,2117,1985-06-21,Lifeforce,25000000.0,11603545.0,11603545.0,1980
415,2654,1985-06-28,Red Sonja,17900000.0,6905861.0,6905861.0,1980
416,3788,1985-06-28,Pale Rider,6900000.0,41410568.0,41410568.0,1980
417,4283,1985-06-30,Day of the Dead,3500000.0,34004262.0,5804262.0,1980
418,3132,1985-08-02,Witness,12000000.0,65532576.0,65532576.0,1980
419,4178,1985-08-16,The Return of the Living Dead,4000000.0,14237880.0,14237880.0,1980
420,3365,1985-09-27,Invasion U.S.A.,10000000.0,17536256.0,17536256.0,1980
421,1986,1985-10-07,Silverado,26000000.0,33200000.0,33200000.0,1980
422,3325,1985-10-07,Mad Max Beyond Thunderdome,10000000.0,36230219.0,36230219.0,1980
423,4356,1985-10-25,Krush Groove,3000000.0,11052713.0,11052713.0,1980
424,3737,1985-11-10,Silver Bullet,7000000.0,10803211.0,10803211.0,1980
425,2410,1985-12-04,Ladyhawke,20000000.0,18400000.0,18400000.0,1980
426,1695,1985-12-18,Out of Africa,31000000.0,258210860.0,79096868.0,1980
427,2799,1985-12-18,The Color Purple,15000000.0,93589701.0,93589701.0,1980
428,2890,1985-12-18,Brazil,15000000.0,9930649.0,9929135.0,1980
429,5136,1986-01-04,My Beautiful Laundrette,400000.0,0.0,0.0,1980
430,1424,1986-01-07,Pirates,40000000.0,6341825.0,1641825.0,1980
431,2121,1986-01-07,Big Trouble in Little China,25000000.0,11100000.0,11100000.0,1980
432,1822,1986-01-08,Howard the Duck,30000000.0,16295774.0,16295774.0,1980
433,4345,1986-01-08,Friday the 13th Part VI: Jason Lives,3000000.0,19472057.0,19472057.0,1980
434,2921,1986-01-17,The Clan of the Cave Bear,15000000.0,1953732.0,1953732.0,1980
435,2623,1986-02-21,Nine 1/2 Weeks,18000000.0,6734844.0,6734844.0,1980
436,1623,1986-03-10,Playing for Keeps,35000000.0,2000000.0,2000000.0,1980
437,4010,1986-03-27,April Fool's Day,5000000.0,12947763.0,12947763.0,1980
438,2102,1986-04-18,Legend,25000000.0,23506237.0,15502112.0,1980
439,4125,1986-04-23,Salvador,4500000.0,1500000.0,1500000.0,1980
440,2641,1986-04-25,8 Million Ways to Die,18000000.0,1305114.0,1305114.0,1980
441,2789,1986-05-16,Top Gun,15000000.0,356800601.0,179800601.0,1980
442,3193,1986-06-06,Invaders from Mars,12000000.0,4984663.0,4884663.0,1980
443,1340,1986-06-18,Legal Eagles,40000000.0,49851591.0,49851591.0,1980
444,2760,1986-07-03,Highlander,16000000.0,12900000.0,5900000.0,1980
445,4343,1986-07-03,A Room with a View,3000000.0,20966644.0,20966644.0,1980
446,2667,1986-07-18,Aliens,17000000.0,183316455.0,85160248.0,1980
447,3602,1986-08-08,Stand by Me,8000000.0,52287414.0,52287414.0,1980
448,5261,1986-08-08,She's Gotta Have It,175000.0,7137502.0,7137502.0,1980
449,4101,1986-08-22,The Texas Chainsaw Massacre 2,4700000.0,8025872.0,8025872.0,1980
450,2705,1986-08-29,Shanghai Surprise,17000000.0,2315000.0,2315000.0,1980
451,3564,1986-09-26,Crocodile Dundee,8800000.0,328203506.0,174803506.0,1980
452,2586,1986-10-10,Peggy Sue Got Married,18000000.0,41382841.0,41382841.0,1980
453,3314,1986-10-17,The Color of Money,10000000.0,52293000.0,52293000.0,1980
454,2164,1986-11-26,Star Trek IV: The Voyage Home,24000000.0,133000000.0,109713132.0,1980
455,3126,1986-12-12,The Golden Child,12000000.0,79817937.0,79817937.0,1980
456,1779,1986-12-19,Little Shop of Horrors,30000000.0,38747385.0,38747385.0,1980
457,3829,1986-12-19,Platoon,6000000.0,137963328.0,137963328.0,1980
458,4559,1986-12-31,Witchboard,2000000.0,7369373.0,7369373.0,1980
459,4461,1987-01-01,Maurice,2600000.0,3147950.0,3147950.0,1980
460,5145,1987-01-01,American Ninja 2: The Confrontation,350000.0,4000000.0,4000000.0,1980
461,5298,1987-01-03,Hollywood Shuffle,100000.0,5228617.0,5228617.0,1980
462,3423,1987-01-05,Malone,10000000.0,3000000.0,3000000.0,1980
463,4272,1987-01-05,Creepshow 2,3500000.0,14000000.0,14000000.0,1980
464,2751,1987-01-30,Radio Days,16000000.0,14792779.0,14792779.0,1980
465,3965,1987-02-27,A Nightmare On Elm Street 3: Dream Warriors,5000000.0,44793222.0,44793222.0,1980
466,2026,1987-03-06,The Untouchables,25000000.0,76270454.0,76270454.0,1980
467,4282,1987-03-13,Evil Dead II,3500000.0,5923044.0,5923044.0,1980
468,4209,1987-03-31,The Barbarians,4000000.0,800000.0,800000.0,1980
469,4827,1987-04-09,The Offspring,1100000.0,1355728.0,1355728.0,1980
470,1400,1987-05-15,Ishtar,40000000.0,14375181.0,14375181.0,1980
471,2310,1987-05-20,Beverly Hills Cop II,20000000.0,276665036.0,153665036.0,1980
472,2806,1987-06-03,Lethal Weapon,15000000.0,120192350.0,65192350.0,1980
473,1877,1987-06-11,Cry Freedom,29000000.0,25899797.0,5899797.0,1980
474,4523,1987-06-19,The Brave Little Toaster,2300000.0,0.0,0.0,1980
475,2227,1987-06-24,Spaceballs,22700000.0,38119483.0,38119483.0,1980
476,2213,1987-07-17,Jaws 4: The Revenge,23000000.0,15728335.0,15728335.0,1980
477,3040,1987-07-17,RoboCop,13000000.0,53424681.0,53424681.0,1980
478,2697,1987-07-24,Superman IV: The Quest for Peace,17000000.0,11227824.0,11227824.0,1980
479,3803,1987-07-24,La Bamba,6500000.0,54215416.0,54215416.0,1980
480,1337,1987-07-31,The Living Daylights,40000000.0,191200000.0,51185000.0,1980
481,3572,1987-07-31,The Lost Boys,8500000.0,32222567.0,32222567.0,1980
482,4649,1987-08-05,River's Edge,1900000.0,4600000.0,4600000.0,1980
483,2959,1987-09-18,Fatal Attraction,14000000.0,320100000.0,156645693.0,1980
484,4850,1987-09-18,Hellraiser,1000000.0,14564000.0,14564000.0,1980
485,2839,1987-09-25,The Princess Bride,15000000.0,30857000.0,30857000.0,1980
486,2717,1987-11-12,Wall Street,16500000.0,43848100.0,43848100.0,1980
487,1783,1987-11-13,The Running Man,30000000.0,38122000.0,38122000.0,1980
488,2050,1987-11-20,The Last Emperor,25000000.0,43988888.0,43984987.0,1980
489,4364,1987-11-20,Teen Wolf Too,3000000.0,7888000.0,7888000.0,1980
490,2791,1987-11-25,3 Men and a Baby,15000000.0,167780960.0,167780960.0,1980
491,2576,1987-12-06,Predator,18000000.0,98267558.0,59735548.0,1980
492,3031,1987-12-23,Good Morning Vietnam,13000000.0,123922370.0,123922370.0,1980
493,2100,1988-01-04,"Bright Lights, Big City",25000000.0,16118077.0,16118077.0,1980
494,3994,1988-01-10,Halloween 4: The Return of Michael Myers,5000000.0,17768757.0,17768757.0,1980
495,4200,1988-01-12,Talk Radio,4000000.0,3468572.0,3468572.0,1980
496,3825,1988-01-15,Return of the Living Dead Part II,6200000.0,9205924.0,9205924.0,1980
497,4711,1988-02-26,Bloodsport,1500000.0,11806119.0,11806119.0,1980
498,2567,1988-03-06,Big,18000000.0,151668774.0,114968774.0,1980
499,2801,1988-03-30,Beetle Juice,15000000.0,73326666.0,73326666.0,1980
500,4215,1988-04-03,Prison,4000000.0,354704.0,354704.0,1980
501,4179,1988-04-11,They Live,4000000.0,13000000.0,13000000.0,1980
502,4102,1988-04-22,Lady in White,4700000.0,1705139.0,1705139.0,1980
503,4445,1988-05-13,Friday the 13th Part VII: The New Blood,2800000.0,19170001.0,19170001.0,1980
504,884,1988-05-25,Rambo III,58000000.0,188715611.0,53715611.0,1980
505,2962,1988-05-25,Crocodile Dundee 2,14000000.0,239606210.0,109306210.0,1980
506,638,1988-06-22,Who Framed Roger Rabbit?,70000000.0,351500000.0,154112492.0,1980
507,1885,1988-07-15,Die Hard,28000000.0,139109346.0,81350242.0,1980
508,1781,1988-07-20,Midnight Run,30000000.0,81613606.0,38413606.0,1980
509,4366,1988-08-07,Phantasm II,3000000.0,7282851.0,7282851.0,1980
510,3041,1988-08-19,A Nightmare on Elm Street 4: The Dream Master,13000000.0,49369899.0,49369899.0,1980
511,3519,1988-09-11,Child's Play,9000000.0,44196684.0,33244684.0,1980
512,2755,1988-09-12,My Stepmother Is an Alien,16000000.0,13854000.0,13854000.0,1980
513,2795,1988-09-12,Twins,15000000.0,216600000.0,111936388.0,1980
514,3497,1988-10-06,Poltergeist III,9500000.0,14114000.0,14114000.0,1980
515,3851,1988-10-21,Mystic Pizza,6000000.0,12793213.0,12793213.0,1980
516,3119,1988-11-18,The Land Before Time,12300000.0,81972846.0,48092846.0,1980
517,1667,1988-11-23,Scrooged,32000000.0,59450353.0,59450353.0,1980
518,3727,1988-12-02,Action Jackson,7000000.0,20257000.0,20257000.0,1980
519,3849,1988-12-02,School Daze,6000000.0,14545844.0,14545844.0,1980
520,3045,1988-12-08,Young Guns,13000000.0,44726644.0,44726644.0,1980
521,3743,1988-12-08,The Last Temptation of Christ,7000000.0,8373585.0,8373585.0,1980
522,2008,1988-12-16,Rain Man,25000000.0,412800000.0,172825435.0,1980
523,2974,1988-12-21,Dangerous Liaisons,14000000.0,34700000.0,34700000.0,1980
524,2886,1989-01-03,New York Stories,15000000.0,10763469.0,10763469.0,1980
525,2724,1989-02-06,Dead Poets Society,16400000.0,239500000.0,95860116.0,1980
526,3319,1989-02-17,Bill & Ted's Excellent Adventure,10000000.0,40485039.0,40485039.0,1980
527,2622,1989-03-22,Troop Beverly Hills,18000000.0,7190505.0,7190505.0,1980
528,4793,1989-04-08,"Sex, Lies, and Videotape",1200000.0,36741667.0,24741667.0,1980
529,3235,1989-04-21,Pet Sematary,11500000.0,57469179.0,57469179.0,1980
530,3340,1989-05-19,Road House,10000000.0,30050028.0,30050028.0,1980
531,1124,1989-05-24,Indiana Jones and the Last Crusade,48000000.0,474171806.0,197171806.0,1980
532,1510,1989-06-23,Batman,35000000.0,411348924.0,251188924.0,1980
533,3839,1989-06-30,Do the Right Thing,6000000.0,26004026.0,26004026.0,1980
534,3248,1989-07-04,Major League,11000000.0,49793054.0,49793054.0,1980
535,1260,1989-07-14,Licence to Kill,42000000.0,156167015.0,34667015.0,1980
536,2726,1989-07-14,When Harry Met Sally…,16000000.0,92961960.0,92823546.0,1980
537,4028,1989-07-21,UHF,5000000.0,6157157.0,6157157.0,1980
538,4002,1989-07-28,Friday the 13th Part VIII: Jason Takes Manhattan,5000000.0,14343976.0,14343976.0,1980
539,4710,1989-08-09,Kickboxer,1500000.0,14533681.0,14533681.0,1980
540,3532,1989-08-11,Henry V,9000000.0,10176701.0,10161099.0,1980
541,1758,1989-09-06,Star Trek V: The Final Frontier,30000000.0,70200000.0,52210049.0,1980
542,662,1989-09-08,The Abyss,70000000.0,54243125.0,54243125.0,1980
543,2532,1989-09-15,Sea of Love,19000000.0,58571513.0,58571513.0,1980
544,1765,1989-09-22,Black Rain,30000000.0,45892212.0,45892212.0,1980
545,3856,1989-10-13,Halloween 5: The Revenge of Michael Myers,6000000.0,11642254.0,11642254.0,1980
546,3843,1989-11-08,A Nightmare On Elm Street: The Dream Child,6000000.0,22168359.0,22168359.0,1980
547,1744,1989-11-17,Harlem Nights,30000000.0,95857262.0,60857262.0,1980
548,1285,1989-11-22,Back to the Future Part II,40000000.0,332000000.0,118450002.0,1980
549,2595,1989-12-13,Glory,18000000.0,26593580.0,26593580.0,1980
550,3677,1989-12-13,Driving Miss Daisy,7500000.0,106593296.0,106593296.0,1980
551,2451,1989-12-15,We're No Angels,20000000.0,10555348.0,10555348.0,1980
552,2963,1989-12-20,Born on the Fourth of July,14000000.0,70001698.0,70001698.0,1980
553,5281,1989-12-20,Roger & Me,140000.0,6706368.0,6706368.0,1980
554,933,1989-12-22,Tango & Cash,55000000.0,63408614.0,63408614.0,1980
555,4699,1989-12-31,Out of the Dark,1600000.0,419428.0,419428.0,1980
556,714,1990-01-06,Total Recall,65000000.0,261400000.0,119394839.0,1990
557,3368,1990-01-19,Tremors,10000000.0,16667084.0,16667084.0,1990
558,1711,1990-02-03,The Hunt for Red October,30000000.0,200500000.0,120709866.0,1990
559,3675,1990-02-23,The Blood of Heroes,7700000.0,882290.0,882290.0,1990
560,644,1990-03-07,Die Hard 2,70000000.0,239814025.0,117323878.0,1990
561,3370,1990-03-08,Mo' Better Blues,10000000.0,16153000.0,16153000.0,1990
562,5121,1990-03-08,Metropolitan,430000.0,2938000.0,2938000.0,1990
563,2958,1990-03-23,Pretty Woman,14000000.0,432645872.0,178406268.0,1990
564,3019,1990-03-30,Teenage Mutant Ninja Turtles,13500000.0,202000000.0,135265915.0,1990
565,4352,1990-04-27,Spaced Invaders,3000000.0,15000000.0,15000000.0,1990
566,1300,1990-05-24,Back to the Future Part III,40000000.0,244088654.0,88055283.0,1990
567,1061,1990-06-15,Gremlins 2: The New Batch,50000000.0,41476097.0,41476097.0,1990
568,1142,1990-06-15,Dick Tracy,47000000.0,162738726.0,103738726.0,1990
569,796,1990-06-27,Days of Thunder,60000000.0,157670733.0,82670733.0,1990
570,2338,1990-07-12,Edward Scissorhands,20000000.0,53976987.0,53976987.0,1990
571,2231,1990-07-13,Ghost,22000000.0,517600000.0,217631306.0,1990
572,1699,1990-07-18,Arachnophobia,31000000.0,53208180.0,53208180.0,1990
573,2528,1990-09-11,Dances with Wolves,19000000.0,424200000.0,184208842.0,1990
574,3053,1990-09-11,Child's Play 2,13000000.0,34166572.0,26904572.0,1990
575,2046,1990-09-19,Goodfellas,25000000.0,46777347.0,46743809.0,1990
576,3752,1990-09-28,Dark Angel,7000000.0,4372561.0,4372561.0,1990
577,1974,1990-10-08,Flatliners,26000000.0,61308153.0,61308153.0,1990
578,2399,1990-10-19,Quigley Down Under,20000000.0,21413105.0,21413105.0,1990
579,4154,1990-10-19,Night of the Living Dead,4200000.0,5835247.0,5835247.0,1990
580,1122,1990-11-07,The Adventures of Ford Fairlane,49000000.0,20423389.0,20423389.0,1990
581,2787,1990-11-16,Home Alone,15000000.0,476684675.0,285761243.0,1990
582,1571,1990-11-21,Predator 2,35000000.0,54768418.0,28317513.0,1990
583,1970,1990-12-21,Kindergarten Cop,26000000.0,202000000.0,91457688.0,1990
584,973,1990-12-25,The Godfather: Part III,54000000.0,66520529.0,66520529.0,1990
585,5101,1990-12-31,Going Under,500000.0,0.0,0.0,1990
586,3278,1991-01-01,Return to the Blue Lagoon,11000000.0,2000000.0,2000000.0,1990
587,3642,1991-01-01,Showdown in Little Tokyo,8000000.0,2275557.0,2275557.0,1990
588,5074,1991-01-01,Johnny Suede,500000.0,55000.0,55000.0,1990
589,5111,1991-01-01,Straight out of Brooklyn,450000.0,2712293.0,2712293.0,1990
590,1362,1991-01-03,The Doors,40000000.0,34416893.0,34416893.0,1990
591,3576,1991-01-03,Haakon Haakonsen,8500000.0,15024232.0,15024232.0,1990
592,5345,1991-01-07,The Last Waltz,35000.0,321952.0,321952.0,1990
593,5363,1991-01-08,Slacker,23000.0,1227508.0,1227508.0,1990
594,1599,1991-01-18,Flight of the Intruder,35000000.0,14471440.0,14471440.0,1990
595,2973,1991-01-18,White Fang,14000000.0,34729091.0,34729091.0,1990
596,327,1991-02-07,Terminator 2: Judgment Day,100000000.0,513815401.0,201858746.0,1990
597,2314,1991-02-14,The Silence of the Lambs,20000000.0,275726716.0,130726716.0,1990
598,2024,1991-03-22,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000.0,78656813.0,78656813.0,1990
599,2130,1991-05-17,Stone Cold,25000000.0,9286314.0,9286314.0,1990
600,749,1991-05-24,Hudson Hawk,65000000.0,17218916.0,17218916.0,1990
601,1938,1991-06-12,Star Trek VI: The Undiscovered Country,27000000.0,96900000.0,74888996.0,1990
602,1005,1991-06-14,Robin Hood: Prince of Thieves,50000000.0,390500000.0,165493908.0,1990
603,2198,1991-06-28,The Naked Gun 2½: The Smell of Fear,23000000.0,86930411.0,86930411.0,1990
604,2357,1991-07-19,Bill & Ted's Bogus Journey,20000000.0,37537675.0,37537675.0,1990
605,3750,1991-08-03,Nikita,7000000.0,5017971.0,5017971.0,1990
606,2219,1991-08-23,Harley Davidson and the Marlboro Man,23000000.0,7018525.0,7018525.0,1990
607,3882,1991-08-30,Beastmaster 2: Through the Portal of Time,6000000.0,773490.0,773490.0,1990
608,2739,1991-09-08,Double Impact,16000000.0,29090445.0,29090445.0,1990
609,3970,1991-09-13,Freddy's Dead: The Final Nightmare,5000000.0,34872033.0,34872033.0,1990
610,2173,1991-09-20,The Fisher King,24000000.0,41798224.0,41798224.0,1990
