,Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross,Decade
3073,4594,2008-01-18,Teeth,2000000.0,2350641.0,347578.0,2000
3074,4896,2008-01-18,Taxi to the Dark Side,1000000.0,304472.0,274661.0,2000
3075,2878,2008-01-23,U2 3D,15000000.0,26170402.0,12898847.0,2000
3076,1140,2008-01-25,Rambo,47500000.0,112214531.0,42754105.0,2000
3077,1570,2008-01-25,Untraceable,35000000.0,52649951.0,28687835.0,2000
3078,1782,2008-01-25,Meet the Spartans,30000000.0,84646831.0,38233676.0,2000
3079,2701,2008-01-25,How She Move,17000000.0,8607815.0,7070641.0,2000
3080,4962,2008-01-25,"4 luni, 3 saptamani si 2 zile",900000.0,11993156.0,1196321.0,2000
3081,66,2008-02-05,Iron Man,186000000.0,584604126.0,318604126.0,2000
3082,1344,2008-02-05,Made of Honor,40000000.0,106548738.0,46012734.0,2000
3083,3754,2008-02-05,Redbelt,7000000.0,2667084.0,2344847.0,2000
3084,4580,2008-02-05,Son of Rambow: A Home Movie,2000000.0,11263263.0,1785505.0,2000
3085,389,2008-02-14,The Spiderwick Chronicles,92500000.0,162839667.0,71195053.0,2000
3086,480,2008-02-14,Jumper,82500000.0,223636949.0,81168265.0,2000
3087,2658,2008-02-14,Step Up 2 the Streets,17500000.0,148586910.0,58017783.0,2000
3088,3717,2008-02-14,"Definitely, Maybe",7000000.0,55617866.0,32241649.0,2000
3089,3860,2008-02-15,Dolphins and Whales Tribes of the Ocean 3D,6000000.0,17252287.0,7714996.0,2000
3090,4448,2008-02-15,Diary of the Dead,2750000.0,5394447.0,952620.0,2000
3091,1312,2008-02-22,Vantage Point,40000000.0,150886329.0,72266306.0,2000
3092,2447,2008-02-22,Be Kind Rewind,20000000.0,30894247.0,11175164.0,2000
3093,3196,2008-02-22,Charlie Bartlett,12000000.0,5295909.0,3950294.0,2000
3094,3688,2008-02-22,Witless Protection,7500000.0,4151836.0,4151836.0,2000
3095,3824,2008-02-22,Die Fälscher,6250000.0,20199663.0,5488570.0,2000
3096,5332,2008-02-22,The Signal,50000.0,406299.0,251150.0,2000
3097,952,2008-02-29,Semi-Pro,55000000.0,43980363.0,33479698.0,2000
3098,1380,2008-02-29,The Other Boleyn Girl,40000000.0,78269970.0,26814957.0,2000
3099,3877,2008-03-07,The Wackness,6000000.0,3330012.0,2077046.0,2000
3100,1926,2008-03-10,How to Lose Friends & Alienate People,28000000.0,12031443.0,2775593.0,2000
3101,2140,2008-03-10,Blindness,25000000.0,20052958.0,3073392.0,2000
3102,2319,2008-03-10,Beverly Hills Chihuahua,20000000.0,154218168.0,94514402.0,2000
3103,2468,2008-03-10,An American Carol,20000000.0,7022183.0,7013191.0,2000
3104,2482,2008-03-10,Flash of Genius,20000000.0,4504111.0,4442377.0,2000
3105,3176,2008-03-10,Rachel Getting Married,12000000.0,17475475.0,12796861.0,2000
3106,3335,2008-03-10,Nick and Norah's Infinite Playlist,10000000.0,33886017.0,31487293.0,2000
3107,445,2008-03-14,Horton Hears a Who,85000000.0,299477886.0,154529439.0,2000
3108,1652,2008-03-14,Doomsday,33000000.0,21621188.0,11008770.0,2000
3109,2293,2008-03-14,Never Back Down,21000000.0,39319801.0,24850922.0,2000
3110,2922,2008-03-14,Funny Games,15000000.0,8200127.0,1294640.0,2000
3111,4685,2008-03-19,La misma luna,1700000.0,23271741.0,12590147.0,2000
3112,1366,2008-03-21,Drillbit Taylor,40000000.0,49686263.0,32862104.0,2000
3113,2349,2008-03-21,Meet the Browns,20000000.0,41975388.0,41975388.0,2000
3114,3611,2008-03-21,Shutter,8000000.0,47782426.0,25928550.0,2000
3115,4406,2008-03-21,The Grand,3000000.0,115879.0,115879.0,2000
3116,4972,2008-03-21,The Hammer,850000.0,442638.0,442638.0,2000
3117,1522,2008-03-28,21,35000000.0,159846429.0,81159365.0,2000
3118,1574,2008-03-28,Superhero Movie,35000000.0,73026302.0,26638520.0,2000
3119,2123,2008-03-28,Stop-Loss,25000000.0,11229035.0,10915744.0,2000
3120,3408,2008-03-28,"Run, Fatboy, Run",10000000.0,33512260.0,6003262.0,2000
3121,5198,2008-03-28,Happy Valley,250000.0,67665.0,67665.0,2000
3122,2384,2008-04-01,One Missed Call,20000000.0,44513466.0,26890041.0,2000
3123,890,2008-04-04,Leatherheads,58000000.0,41348628.0,31373938.0,2000
3124,1482,2008-04-04,Nim's Island,37000000.0,101857425.0,48006762.0,2000
3125,2097,2008-04-04,The Ruins,25000000.0,22910563.0,17432844.0,2000
3126,3442,2008-04-04,My Blueberry Nights,10000000.0,22198996.0,866778.0,2000
3127,4860,2008-04-04,Shine a Light,1000000.0,16173879.0,5505267.0,2000
3128,280,2008-04-07,Astérix aux Jeux Olympiques,113500000.0,132999811.0,999811.0,2000
3129,2562,2008-04-07,Ne le dis à personne,18500000.0,33954018.0,6198883.0,2000
3130,4416,2008-04-15,à L'Intérieur,3000000.0,895932.0,0.0,2000
3131,939,2008-04-18,The Forbidden Kingdom,55000000.0,129075270.0,52075270.0,2000
3132,1742,2008-04-18,Forgetting Sarah Marshall,30000000.0,105173042.0,63172463.0,2000
3133,1820,2008-04-18,88 Minutes,30000000.0,32955399.0,16930884.0,2000
3134,3213,2008-04-18,Life Before Her Eyes,12000000.0,7203439.0,303439.0,2000
3135,3657,2008-04-18,Pathology,8000000.0,3270974.0,109045.0,2000
3136,5076,2008-04-18,Kiss the Bride,500000.0,32033.0,32033.0,2000
3137,1745,2008-04-25,Baby Mama,30000000.0,64170447.0,60494212.0,2000
3138,2137,2008-04-25,Deception,25000000.0,12850033.0,4598506.0,2000
3139,2224,2008-04-25,Rogue,23000000.0,4673377.0,10452.0,2000
3140,3141,2008-04-25,Harold & Kumar Escape from Guantanamo Bay,12000000.0,43353117.0,38108728.0,2000
3141,4060,2008-04-25,Standard Operating Procedure,5000000.0,332120.0,228830.0,2000
3142,1218,2008-05-09,Bangkok Dangerous,45000000.0,46598133.0,15298133.0,2000
3143,3894,2008-05-09,"Surfer, Dude",6000000.0,36497.0,36497.0,2000
3144,1612,2008-05-12,Punisher: War Zone,35000000.0,10157534.0,8050977.0,2000
3145,1872,2008-05-12,Frost/Nixon,29000000.0,28452945.0,18622031.0,2000
3146,3183,2008-05-12,Cadillac Records,12000000.0,8942516.0,8195551.0,2000
3147,25,2008-05-16,The Chronicles of Narnia: Prince Caspian,225000000.0,417341288.0,141621490.0,2000
3148,68,2008-05-22,Indiana Jones and the Kingdom of the Crystal Skull,185000000.0,786558145.0,317023851.0,2000
3149,2496,2008-05-23,The Children of Huang Shi,20000000.0,8221700.0,1031872.0,2000
3150,3446,2008-05-23,"War, Inc.",10000000.0,1299855.0,580862.0,2000
3151,4111,2008-05-28,Savage Grace,4600000.0,968805.0,434417.0,2000
3152,894,2008-05-30,Sex and the City,57500000.0,415247258.0,152647258.0,2000
3153,3515,2008-05-30,The Strangers,9000000.0,83051676.0,52597610.0,2000
3154,4067,2008-05-30,Stuck,5000000.0,67505.0,67505.0,2000
3155,214,2008-06-06,Kung Fu Panda,130000000.0,631910531.0,215434591.0,2000
3156,408,2008-06-06,You Don't Mess With the Zohan,90000000.0,202910991.0,100018837.0,2000
3157,2627,2008-06-06,Mongol,18000000.0,27147349.0,5705761.0,2000
3158,3645,2008-06-06,And When Did You Last See Your Father?,8000000.0,2476491.0,1071240.0,2000
3159,1943,2008-06-08,The Sisterhood of the Traveling Pants 2,27000000.0,44270131.0,44089964.0,2000
3160,1971,2008-06-08,The Pineapple Express,26000000.0,102404019.0,87341380.0,2000
3161,4039,2008-06-08,Bottle Shock,5000000.0,4815890.0,4078607.0,2000
3162,196,2008-06-13,The Incredible Hulk,137500000.0,263417913.0,134806913.0,2000
3163,810,2008-06-13,The Happening,60000000.0,162778384.0,64506874.0,2000
3164,5242,2008-06-13,Baghead,200000.0,140016.0,140016.0,2000
3165,498,2008-06-20,Get Smart,80000000.0,226739416.0,130319208.0,2000
3166,766,2008-06-20,The Love Guru,62000000.0,40123346.0,32200122.0,2000
3167,3364,2008-06-20,Kit Kittredge: An American Girl,10000000.0,17657973.0,17657973.0,2000
3168,4487,2008-06-20,Brick Lane,2500000.0,3838486.0,1094998.0,2000
3169,75,2008-06-27,WALL-E,180000000.0,532590994.0,223808164.0,2000
3170,582,2008-06-27,Wanted,75000000.0,342416460.0,134508551.0,2000
3171,315,2008-07-03,"10,000 B.C.",105000000.0,269065678.0,94784201.0,2000
3172,2379,2008-07-03,The Bank Job,20000000.0,66143005.0,30060660.0,2000
3173,2505,2008-07-03,長江七號 (CJ7),20000000.0,47300771.0,206678.0,2000
3174,3205,2008-07-03,Married Life,12000000.0,2975188.0,1506998.0,2000
3175,4731,2008-07-03,Snow Angels,1500000.0,414404.0,402858.0,2000
3176,4532,2008-07-10,Jack Brooks: Monster Slayer,2150000.0,0.0,0.0,2000
3177,149,2008-07-11,Madagascar: Escape 2 Africa,150000000.0,599516844.0,180010950.0,2000
3178,1408,2008-07-11,Soul Men,40000000.0,12345883.0,12082391.0,2000
3179,1889,2008-07-11,Role Models,28000000.0,94500826.0,67300955.0,2000
3180,3104,2008-07-11,The Boy in the Striped Pajamas,12500000.0,44083403.0,9046156.0,2000
3181,3585,2008-07-11,Repo! The Genetic Opera,8500000.0,198883.0,140244.0,2000
3182,67,2008-07-18,The Dark Knight,185000000.0,1002572859.0,533345358.0,2000
3183,988,2008-07-18,Mamma Mia!,52000000.0,615748877.0,144130063.0,2000
3184,1486,2008-07-18,Space Chimps,37000000.0,67029956.0,30105968.0,2000
3185,2919,2008-07-18,Transsiberian,15000000.0,6379575.0,2203641.0,2000
3186,5348,2008-07-18,The Legend of God's Gun,30000.0,243768.0,243768.0,2000
3187,719,2008-07-25,Step Brothers,65000000.0,128468793.0,100468793.0,2000
3188,1585,2008-07-25,The X-Files: I Want to Believe,35000000.0,68170792.0,20982478.0,2000
3189,2771,2008-07-25,Bienvenue chez les Ch'tis,16000000.0,247474497.0,1477650.0,2000
3190,4650,2008-07-25,Man on Wire,1900000.0,5617067.0,2962242.0,2000
3191,3477,2008-08-01,White Noise 2: The Light,10000000.0,8243567.0,0.0,2000
3192,623,2008-08-02,Fool's Gold,72500000.0,109362966.0,70231041.0,2000
3193,1931,2008-08-02,Welcome Home Roscoe Jenkins,27500000.0,43607627.0,42436517.0,2000
3194,2902,2008-08-02,In Bruges,15000000.0,34533783.0,7800825.0,2000
3195,2650,2008-08-04,Day of the Dead,18000000.0,0.0,0.0,2000
3196,2628,2008-08-10,RocknRolla,18000000.0,27794339.0,5700626.0,2000
3197,405,2008-08-13,Tropic Thunder,90000000.0,191091250.0,110461307.0,2000
3198,5380,2008-08-14,The Rise and Fall of Miss Thang,10000.0,401.0,401.0,2000
3199,1567,2008-08-15,Mirrors,35000000.0,77220596.0,30691439.0,2000
3200,2109,2008-08-15,Fly Me To the Moon,25000000.0,43530281.0,14543943.0,2000
3201,2744,2008-08-15,Vicky Cristina Barcelona,16000000.0,104504817.0,23216709.0,2000
3202,3569,2008-08-15,Star Wars: The Clone Wars,8500000.0,68695443.0,35161554.0,2000
3203,2905,2008-08-20,The Rocker,15000000.0,8767338.0,6409528.0,2000
3204,741,2008-08-22,Death Race,65000000.0,72516819.0,36316032.0,2000
3205,2043,2008-08-22,The House Bunny,25000000.0,71390601.0,48237389.0,2000
3206,2217,2008-08-22,The Longshots,23000000.0,11778396.0,11511323.0,2000
3207,3536,2008-08-22,Hamlet 2,9000000.0,4934104.0,4886216.0,2000
3208,1472,2008-08-26,Virgin Territory,38000000.0,5473041.0,0.0,2000
3209,4241,2008-08-26,Purple Violets,4000000.0,0.0,0.0,2000
3210,2251,2008-08-27,Traitor,22000000.0,27882226.0,23530831.0,2000
3211,1208,2008-08-29,Babylon A.D.,45000000.0,70216497.0,22532572.0,2000
3212,2430,2008-08-29,Disaster Movie,20000000.0,36720752.0,14190901.0,2000
3213,3866,2008-08-29,College,6000000.0,6176114.0,4694491.0,2000
3214,4092,2008-08-29,Obsluhoval jsem anglického krále,4900000.0,7174984.0,617228.0,2000
3215,268,2008-09-05,Speed Racer,120000000.0,93394462.0,43945766.0,2000
3216,1523,2008-09-05,What Happens in Vegas...,35000000.0,218535708.0,80277646.0,2000
3217,5116,2008-09-05,Poultrygeist: Night of the Chicken Dead,450000.0,22623.0,13804.0,2000
3218,1952,2008-09-19,The Duchess,27000000.0,45160110.0,13848978.0,2000
3219,2256,2008-09-19,Igor,22000000.0,31013349.0,19528602.0,2000
3220,2352,2008-09-19,Lakeview Terrace,20000000.0,44821299.0,39263506.0,2000
3221,2403,2008-09-19,Appaloosa,20000000.0,27911453.0,20211394.0,2000
3222,2407,2008-09-19,My Best Friend's Girl,20000000.0,34787111.0,19219250.0,2000
3223,2438,2008-09-19,Ghost Town,20000000.0,29843245.0,13252641.0,2000
3224,3799,2008-09-19,Tropa de Elite,6537890.0,14319195.0,8744.0,2000
3225,508,2008-09-26,Eagle Eye,80000000.0,178066569.0,101440743.0,2000
3226,1224,2008-09-26,Miracle at St. Anna,45000000.0,9676497.0,7916887.0,2000
3227,3012,2008-09-26,The Lucky Ones,14000000.0,266967.0,266967.0,2000
3228,4306,2008-09-26,Choke,3400000.0,4124277.0,2926565.0,2000
3229,5048,2008-09-26,Fireproof,500000.0,33473297.0,33456317.0,2000
3230,699,2008-10-10,Body of Lies,67500000.0,118556530.0,39394666.0,2000
3231,1469,2008-10-10,City of Ember,38000000.0,17830244.0,7871693.0,2000
3232,1475,2008-10-10,The Express,37500000.0,9813309.0,9793406.0,2000
3233,3146,2008-10-10,Quarantine,12000000.0,41924774.0,31691811.0,2000
3234,5239,2008-10-10,Call+Response,200000.0,212989.0,212989.0,2000
3235,5245,2008-10-10,Good Dick,200000.0,52443.0,28835.0,2000
3236,1659,2008-10-12,The Reader,32500000.0,112964875.0,34194407.0,2000
3237,5161,2008-10-12,Wendy and Lucy,300000.0,1416046.0,865695.0,2000
3238,4628,2008-10-14,No Man's Land: The Rise of Reeker,2000000.0,0.0,0.0,2000
3239,1549,2008-10-17,Max Payne,35000000.0,85761789.0,40687294.0,2000
3240,1962,2008-10-17,What Just Happened,27000000.0,2412123.0,1090947.0,2000
3241,2005,2008-10-17,W.,25100000.0,28575778.0,25534493.0,2000
3242,2548,2008-10-17,Sex Drive,19000000.0,10412485.0,8402485.0,2000
3243,3254,2008-10-17,The Secret Life of Bees,11000000.0,39984023.0,37770162.0,2000
3244,5207,2008-10-21,Sunday School Musical,250000.0,0.0,0.0,2000
3245,947,2008-10-24,Changeling,55000000.0,113805580.0,35739802.0,2000
3246,1823,2008-10-24,Pride and Glory,30000000.0,43440721.0,15740721.0,2000
3247,2481,2008-10-24,Passchendaele,20000000.0,4453327.0,4452423.0,2000
3248,2486,2008-10-24,"Synecdoche, New York",20000000.0,4383538.0,3083538.0,2000
3249,3243,2008-10-24,High School Musical 3: Senior Year,11000000.0,274392880.0,90559416.0,2000
3250,3286,2008-10-24,Saw V,10800000.0,118209778.0,56746769.0,2000
3251,4123,2008-10-24,Låt den rätte komma in,4500000.0,12247682.0,2122085.0,2000
3252,4604,2008-10-24,Roadside Romeo,2000000.0,2046090.0,55202.0,2000
3253,5128,2008-10-24,Heroes,400000.0,655538.0,655538.0,2000
3254,2178,2008-10-31,Zack and Miri Make a Porno,24000000.0,36856306.0,31457946.0,2000
3255,4007,2008-10-31,The Haunting of Molly Hartley,5000000.0,15318257.0,13442412.0,2000
3256,4494,2008-10-31,The Other End of the Line,2500000.0,507446.0,115504.0,2000
3257,4615,2008-10-31,Eden Lake,2000000.0,4294373.0,7321.0,2000
3258,4737,2008-10-31,My Name is Bruce,1500000.0,173066.0,173066.0,2000
3259,5223,2008-10-31,Little Big Top,240000.0,7484.0,7484.0,2000
3260,876,2008-11-01,In the Name of the King: A Dungeon Siege Tale,60000000.0,13233220.0,4775656.0,2000
3261,2877,2008-11-01,The Pirates Who Don't Do Anything: A VeggieTales Movie,15000000.0,13248444.0,12981269.0,2000
3262,3786,2008-11-03,Stargate - The Ark of Truth,7000000.0,0.0,0.0,2000
3263,2386,2008-11-04,Street Kings,20000000.0,65454793.0,26415649.0,2000
3264,2582,2008-11-04,Prom Night,18000000.0,57193655.0,43869350.0,2000
3265,4187,2008-11-04,The Visitor,4000000.0,19174817.0,9427026.0,2000
3266,481,2008-11-07,Hellboy II: The Golden Army,82500000.0,160388063.0,75986503.0,2000
3267,872,2008-11-07,Meet Dave,60000000.0,50648806.0,11803254.0,2000
3268,1165,2008-11-07,Journey to the Center of the Earth,45000000.0,243180937.0,101704370.0,2000
3269,4308,2008-11-07,August,3400000.0,12636.0,12636.0,2000
3270,21,2008-11-14,Quantum of Solace,230000000.0,591692078.0,169368427.0,2000
3271,4492,2008-11-14,Fuel,2500000.0,174255.0,174255.0,2000
3272,161,2008-11-21,Bolt,150000000.0,328015209.0,114053759.0,2000
3273,1476,2008-11-21,Twilight,37000000.0,402280159.0,192769854.0,2000
3274,4917,2008-11-21,Special,1000000.0,26822.0,7202.0,2000
3275,225,2008-11-26,Australia,130000000.0,215080810.0,49554002.0,2000
3276,502,2008-11-26,Four Christmases,80000000.0,168311558.0,120146040.0,2000
3277,2374,2008-11-26,Milk,20000000.0,57293371.0,31841299.0,2000
3278,841,2008-12-09,Righteous Kill,60000000.0,78481410.0,40081410.0,2000
3279,1481,2008-12-09,Burn After Reading,37000000.0,168167798.0,60355347.0,2000
3280,2742,2008-12-09,The Women,16000000.0,50103808.0,26902075.0,2000
3281,2960,2008-12-11,Slumdog Millionaire,14000000.0,384519665.0,141319928.0,2000
3282,519,2008-12-12,The Day the Earth Stood Still,80000000.0,233066978.0,79366978.0,2000
3283,893,2008-12-12,"Che, El Ar the Argentine",58000000.0,30118557.0,293708.0,2000
3284,1425,2008-12-12,Delgo,40000000.0,915840.0,915840.0,2000
3285,2011,2008-12-12,Gran Torino,25000000.0,274543085.0,148095302.0,2000
3286,2369,2008-12-12,Doubt,20000000.0,53191101.0,33446470.0,2000
3287,3785,2008-12-12,The Kings of Appletown,7000000.0,0.0,0.0,2000
3288,4463,2008-12-12,Los Cronocrímenes,2600000.0,564474.0,39127.0,2000
3289,3838,2008-12-17,The Wrestler,6000000.0,46634275.0,26238243.0,2000
3290,824,2008-12-19,The Tale of Despereaux,60000000.0,90482317.0,50877145.0,2000
3291,972,2008-12-19,Seven Pounds,54000000.0,166617328.0,69951824.0,2000
3292,1018,2008-12-19,Yes Man,50000000.0,225990976.0,97690976.0,2000
3293,122,2008-12-25,The Curious Case of Benjamin Button,160000000.0,329809326.0,127509326.0,2000
3294,413,2008-12-25,Valkyrie,90000000.0,203902107.0,83077762.0,2000
3295,504,2008-12-25,Bedtime Stories,80000000.0,221468935.0,110101975.0,2000
3296,777,2008-12-25,Marley & Me,60000000.0,247812011.0,143153751.0,2000
3297,865,2008-12-25,The Spirit,60000000.0,39006188.0,19806188.0,2000
3298,4577,2008-12-25,Waltz with Bashir,2000000.0,13912289.0,2283849.0,2000
3299,1207,2008-12-26,Revolutionary Road,45000000.0,79564960.0,22911480.0,2000
3300,1631,2008-12-31,Black Water Transit,35000000.0,0.0,0.0,2000
3301,2510,2008-12-31,Koltchak,20000000.0,38585047.0,0.0,2000
3302,2648,2008-12-31,I Come with the Rain,18000000.0,627422.0,0.0,2000
3303,2774,2008-12-31,Good,16000000.0,31631.0,31631.0,2000
3304,2943,2008-12-31,Bathory,15000000.0,3436763.0,0.0,2000
3305,3018,2008-12-31,Ca$h,13700000.0,11738256.0,0.0,2000
3306,3940,2008-12-31,Animals,5500000.0,0.0,0.0,2000
3307,4075,2008-12-31,The Cottage,5000000.0,1504960.0,0.0,2000
3308,4453,2008-12-31,Rejsen til Saturn,2700000.0,5377665.0,0.0,2000
3309,4466,2008-12-31,Silver Medalist,2600000.0,0.0,0.0,2000
3310,4529,2008-12-31,Impact Point,2200000.0,0.0,0.0,2000
3311,4813,2008-12-31,Extreme Movie,1200000.0,81338.0,0.0,2000
3312,4933,2008-12-31,Steppin: The Movie,1000000.0,0.0,0.0,2000
3313,4975,2008-12-31,Harrison Montgomery,850000.0,0.0,0.0,2000
3314,150,2009-01-05,X-Men Origins: Wolverine,150000000.0,374825760.0,179883157.0,2000
3315,322,2009-01-07,Public Enemies,102500000.0,212282709.0,97104620.0,2000
3316,399,2009-01-07,Ice Age: Dawn of the Dinosaurs,90000000.0,859701857.0,196573705.0,2000
3317,4928,2009-01-12,Frat Party,1000000.0,0.0,0.0,2000
3318,1079,2009-01-16,Defiance,50000000.0,52987754.0,28644813.0,2000
3319,1526,2009-01-16,Hotel for Dogs,35000000.0,122213085.0,73034460.0,2000
3320,1966,2009-01-16,Paul Blart: Mall Cop,26000000.0,185904750.0,146336178.0,2000
3321,2540,2009-01-16,Notorious,19000000.0,45005151.0,36843682.0,2000
3322,2966,2009-01-16,My Bloody Valentine,14000000.0,102836002.0,51545952.0,2000
3323,867,2009-01-23,Inkheart,60000000.0,66655938.0,17303424.0,2000
3324,1116,2009-01-23,Outlander,50000000.0,1250617.0,166003.0,2000
3325,1545,2009-01-23,Underworld 3: Rise of the Lycans,35000000.0,89102315.0,45802315.0,2000
3326,5003,2009-01-23,Donkey Punch,750000.0,814801.0,19367.0,2000
3327,2012,2009-01-30,Taken,25000000.0,226941585.0,145000989.0,2000
3328,3622,2009-01-30,New in Town,8000000.0,29937909.0,16734283.0,2000
3329,4319,2009-01-30,Entre les murs,3250000.0,34114067.0,3766810.0,2000
3330,2195,2009-02-10,Zombieland,23600000.0,102236596.0,75590286.0,2000
3331,2560,2009-02-10,The Invention of Lying,18500000.0,32679264.0,18451251.0,2000
3332,2876,2009-02-10,Whip It,15000000.0,18856151.0,13043363.0,2000
3333,3739,2009-02-10,A Serious Man,7000000.0,30360570.0,9228788.0,2000
3334,1087,2009-02-13,The International,50000000.0,53850527.0,25450527.0,2000
3335,2673,2009-02-13,Friday the 13th,17000000.0,92670237.0,65002019.0,2000
3336,3197,2009-02-13,Two Lovers,12000000.0,16349034.0,3149034.0,2000
3337,3826,2009-02-13,Gomorra,6200000.0,37339594.0,1579146.0,2000
3338,4077,2009-02-17,Dead Like Me: Life After Death,5000000.0,0.0,0.0,2000
3339,2417,2009-02-20,Fired Up,20000000.0,18608570.0,17231291.0,2000
3340,2657,2009-02-20,Madea Goes To Jail,17500000.0,90508336.0,90508336.0,2000
3341,1110,2009-02-27,Street Fighter: The Legend of Chun-Li,50000000.0,12335036.0,9135036.0,2000
3342,5081,2009-02-27,Scott Walker: 30 Century Man,500000.0,77121.0,6840.0,2000
3343,444,2009-03-04,Fast & Furious,85000000.0,363064265.0,155064265.0,2000
3344,3492,2009-03-04,Adventureland,9800000.0,17553055.0,16044025.0,2000
3345,1035,2009-03-13,Race to Witch Mountain,50000000.0,105103783.0,67172594.0,2000
3346,2836,2009-03-13,The Last House on the Left,15000000.0,46526243.0,32752215.0,2000
3347,3869,2009-03-13,Miss March,6000000.0,4713059.0,4543320.0,2000
3348,4013,2009-03-13,Sunshine Cleaning,5000000.0,17329337.0,12062558.0,2000
3349,840,2009-03-20,Duplicity,60000000.0,81079566.0,40572825.0,2000
3350,1027,2009-03-20,Knowing,50000000.0,186450317.0,79957634.0,2000
3351,1313,2009-03-20,"I Love You, Man",40000000.0,91729503.0,71440011.0,2000
3352,4609,2009-03-20,Super Capers,2000000.0,30955.0,30955.0,2000
3353,88,2009-03-27,Monsters vs. Aliens,175000000.0,381687380.0,198351526.0,2000
3354,2444,2009-03-27,12 Rounds,20000000.0,17306648.0,12234694.0,2000
3355,1096,2009-04-09,Gamer,50000000.0,42002029.0,20534907.0,2000
3356,2833,2009-04-09,All About Steve,15000000.0,40127259.0,33862903.0,2000
3357,3683,2009-04-09,Extract,7500000.0,10849158.0,10823158.0,2000
3358,1727,2009-04-12,Up in the Air,30000000.0,166842739.0,83823381.0,2000
3359,1987,2009-04-12,Brothers,26000000.0,45043870.0,28544157.0,2000
3360,2421,2009-04-12,Armored,20000000.0,23661038.0,15988876.0,2000
3361,2455,2009-04-12,Everybody's Fine,20000000.0,9208876.0,9208876.0,2000
3362,4152,2009-04-12,Paa,4300000.0,9791282.0,199228.0,2000
3363,843,2009-04-17,State of Play,60000000.0,88832210.0,37017955.0,2000
3364,1320,2009-04-17,17 Again,40000000.0,139474906.0,64167069.0,2000
3365,2433,2009-04-17,Crank 2: High Voltage,20000000.0,35472739.0,13684249.0,2000
3366,4496,2009-04-17,Sleep Dealer,2500000.0,108907.0,80136.0,2000
3367,1145,2009-04-22,Earth,47000000.0,116773317.0,32011576.0,2000
3368,5078,2009-04-23,Home,500000.0,44793168.0,15433.0,2000
3369,852,2009-04-24,The Soloist,60000000.0,38389024.0,31720158.0,2000
3370,2329,2009-04-24,Obsessed,20000000.0,73964713.0,68261644.0,2000
3371,2644,2009-04-24,The Informers,18000000.0,315000.0,315000.0,2000
3372,354,2009-05-06,Land of the Lost,100000000.0,69548641.0,49438370.0,2000
3373,1508,2009-05-06,The Hangover,35000000.0,465764086.0,277322503.0,2000
3374,2298,2009-05-06,Away We Go,21000000.0,10108016.0,9451946.0,2000
3375,2699,2009-05-06,My Life in Ruins,17000000.0,20465206.0,8665206.0,2000
3376,3226,2009-05-06,Home,12000000.0,1620056.0,0.0,2000
3377,156,2009-05-15,Angels & Demons,150000000.0,490875846.0,133375846.0,2000
3378,2485,2009-05-15,The Brothers Bloom,20000000.0,5531756.0,3531756.0,2000
3379,53,2009-05-21,Terminator Salvation,200000000.0,365491792.0,125322469.0,2000
3380,151,2009-05-22,Night at the Museum: Battle of the Smithsonian,150000000.0,402231063.0,177243721.0,2000
3381,2081,2009-05-22,Dance Flick,25000000.0,32092761.0,25662155.0,2000
3382,3006,2009-05-22,Easy Virtue,14000000.0,20537741.0,2656784.0,2000
3383,4771,2009-05-22,The Girlfriend Experience,1300000.0,1005840.0,695840.0,2000
3384,3484,2009-05-26,The Devil's Tomb,10000000.0,0.0,0.0,2000
3385,86,2009-05-29,Up,175000000.0,731542621.0,293004164.0,2000
3386,1772,2009-05-29,Drag Me To Hell,30000000.0,91388487.0,42100625.0,2000
3387,3067,2009-05-29,Män som hatar kvinnor,13000000.0,109421911.0,12749992.0,2000
3388,4744,2009-05-29,Pontypool,1500000.0,31916.0,3865.0,2000
3389,805,2009-06-02,Coraline,60000000.0,126037057.0,75286229.0,2000
3390,1294,2009-06-02,He's Just Not That Into You,40000000.0,181053657.0,93953653.0,2000
3391,1460,2009-06-02,Push,38000000.0,44411527.0,31811527.0,2000
3392,3879,2009-06-02,Polytechnique,6000000.0,1418304.0,1418304.0,2000
3393,194,2009-06-03,Watchmen,138000000.0,184068357.0,107509799.0,2000
3394,5277,2009-06-10,A Charlie Brown Christmas,150000.0,0.0,0.0,2000
3395,63,2009-06-11,Disney's A Christmas Carol,190000000.0,315709697.0,137855863.0,2000
3396,2105,2009-06-11,The Box,25000000.0,26341896.0,15051977.0,2000
3397,2177,2009-06-11,The Men Who Stare at Goats,24000000.0,67348218.0,32428195.0,2000
3398,3317,2009-06-11,Precious (Based on the Novel Push by Sapphire),10000000.0,68722848.0,47566524.0,2000
3399,3349,2009-06-11,The Fourth Kind,10000000.0,49486874.0,26218170.0,2000
3400,835,2009-06-19,Year One,60000000.0,57604723.0,43337279.0,2000
3401,1280,2009-06-19,The Proposal,40000000.0,314709717.0,163958031.0,2000
3402,2907,2009-06-19,Whatever Works,15000000.0,35106706.0,5306706.0,2000
3403,4989,2009-06-19,Dod sno,800000.0,2194020.0,46742.0,2000
3404,2712,2009-06-23,Chasseurs de dragons,17000000.0,13446115.0,0.0,2000
3405,30,2009-06-24,Transformers: Revenge of the Fallen,210000000.0,836519699.0,402111870.0,2000
